Epoch,Train Loss,Test Loss
0,0.5787055444672309,0.8787523704767227
1,0.3919695751814343,0.3690199929475784
2,0.3580229969373417,0.3462966126203537
3,0.3269095316360156,0.33239331752061846
4,0.31454529165094164,0.32105797454714774
5,0.29472039899263824,0.3232034641504288
6,0.29069648549655946,0.3157797282934189
7,0.2751645862981019,0.31427339747548105
8,0.2710107728218822,0.31617793887853624
9,0.2582923540514324,0.3131355169415474
10,0.2575487056265563,0.3170246332883835
11,0.24458375710331626,0.3136482331156731
12,0.236812800037455,0.3159002530574799
