Epoch,Train Loss,Test Loss
0,0.6091769794248185,0.702798868068541
1,0.46465931414808115,0.4261423746744792
2,0.4337094270208347,0.40977538625399273
3,0.4167886771495987,0.40450187764986595
4,0.4123242998273118,0.3943674419865464
5,0.397576763045113,0.3933742085490564
6,0.39076903619856207,0.38450187625307025
7,0.3859466314315796,0.384738430531338
8,0.38400106726202576,0.3792129935640277
9,0.37844244470386385,0.37466037694853965
10,0.37529328154317987,0.3772512439525489
11,0.37198734111006154,0.37417850500405436
12,0.370147856751328,0.36964627408018014
13,0.3670298831267927,0.3681022247882805
14,0.36827151392990687,0.3725092290627836
15,0.36315925394963916,0.3672110784535456
16,0.36153146774513917,0.3683888252937432
17,0.36121324476955824,0.3662087011216867
18,0.35668156371926363,0.3697256114747789
19,0.35892200098847443,0.41150713870019623
20,0.36642725122799663,0.36531686481803355
21,0.3543340883539908,0.36542525074698706
22,0.35331238140849947,0.36765718038636025
23,0.3535440855431107,0.3660027869422026
24,0.35112117232766543,0.3655702872107727
25,0.3503624382258961,0.3627401903422192
26,0.34979776099043075,0.36743963276497044
27,0.3493833367554647,0.36702568151734094
28,0.34710197887330685,0.3603007085997649
29,0.34756198979023867,0.35939018322963906
30,0.3467238407464897,0.3610772138292139
31,0.3482443242702844,0.36665884503210433
32,0.3450827431004002,0.362317729176897
33,0.34404193297872004,0.365076808917402
34,0.343501475397146,0.3585836619439751
35,0.34372427381059656,0.36475680934058297
36,0.3422781750840961,0.36477847231758964
37,0.34123159826926464,0.3613492464176332
38,0.3415497728113858,0.36053254417698793
39,0.34133554670795707,0.3660979015056533
40,0.34003980976980436,0.3631597212468735
41,0.33952554531817164,0.3725690582785944
42,0.33792888698337964,0.35944177345796063
43,0.3373822798893887,0.3608201979988753
44,0.33780987735064527,0.36132687510866107
45,0.33760474564144444,0.36608382607951306
46,0.341506915309894,0.412889754832393
47,0.3377309891037971,0.3561911200634157
48,0.33502987192111944,0.3602878355016612
49,0.3349869373834358,0.36428738573584896
