Epoch,Train Loss,Test Loss
0,0.7248874953836391,0.8407551300525665
1,0.49531355406266897,0.4357953718304634
2,0.42570481219177436,0.38698972046375274
3,0.41194271507660046,0.3880744644999504
4,0.38532060625273523,0.35163699358701705
5,0.39503542979307765,0.37451267808675764
6,0.37102153262154003,0.34492925882339476
7,0.3605280828581181,0.33937967509031297
8,0.35696145012730457,0.3362386855483055
9,0.3515698688778871,0.3313855507969856
10,0.34774623452339315,0.33124352127313617
11,0.3438345951886676,0.32746356636285784
12,0.3417092432064788,0.3344321411848068
13,0.3395365848291717,0.3270546463131905
14,0.3380383653718917,0.3315334463119507
15,0.33410841989487144,0.32058084443211554
16,0.41897854614829055,0.3957677322626114
17,0.4163542383856611,0.33206904590129854
18,0.35059846883162876,0.3308803188800812
19,0.3363150290928753,0.3205542752146721
20,0.33614876704739144,0.3175171798467636
21,0.3387287846880332,0.3213553637266159
22,0.33088162105441243,0.32058915466070176
23,0.32831844548409406,0.31817218244075773
24,0.3367303704366107,0.318174407184124
25,0.3264725152473582,0.34892605781555175
26,0.3271866913175523,0.3143647789955139
27,0.32492745009075946,0.3190237158536911
28,0.3504731564173031,0.343320868909359
29,0.32762818829559287,0.31098595306277277
30,0.3202742955648583,0.31205027461051943
31,0.3195631834778178,0.3140627859532833
32,0.3201847751384124,0.31331193059682844
33,0.3178762005451799,0.3111012974381447
34,0.3171600829645484,0.3127094054222107
35,0.31663782554496583,0.31497976988554
36,0.32235152036665665,0.3185924071073532
37,0.3148564502765973,0.31085172533988953
38,0.3154234378440082,0.3066941297054291
39,0.3137744732793012,0.3108832010626793
40,0.3135961961062228,0.3139015957713127
41,0.3122009745461944,0.31284876689314844
42,0.3111728268756542,0.3087476372718811
43,0.31090731180330544,0.30784269437193873
44,0.3388562662829968,0.3440506824851036
45,0.32176000296994384,0.31068045377731324
46,0.30924986244600927,0.3034597480297089
47,0.30916524046155874,0.3082900792360306
48,0.30940109619126194,0.312345380038023
49,0.30856695592704064,0.30479060009121894
50,0.30773028954957504,0.30656331181526186
51,0.30745485477609863,0.3082737298309803
52,0.30714842325727093,0.3070689007639885
53,0.30689960753857565,0.30507676616311075
54,0.30648591932177094,0.3080047392845154
55,0.30934908418607293,0.30588937401771543
56,0.30583918111546793,0.3044682538509369
57,0.30436242904518773,0.3058713561296463
58,0.3041476055622702,0.3060616049170494
59,0.3038993935754891,0.30271153405308726
60,0.3038930593605751,0.3066253766417503
61,0.30322026935832347,0.30995685860514643
62,0.30258266124193184,0.30638830304145814
63,0.3018785472888814,0.30133721098303795
64,0.3016663118915029,0.3025962606072426
65,0.30281731828314357,0.30856593668460847
66,0.30092608156375594,0.3018134693801403
67,0.7089239839008747,0.457058741748333
68,0.4221502546629719,0.3509522819519043
69,0.36693981470255954,0.3269659577310085
70,0.33702025666814134,0.3198538841307163
71,0.3247716675264688,0.31313133910298346
72,0.3188871196359584,0.30748462319374087
73,0.31290626336091104,0.30653309807181356
74,0.3122135078884464,0.305175588876009
75,0.3124995475346023,0.30818590328097345
76,0.3078197849653708,0.30375250861048697
77,0.32320432197701887,0.3155698248744011
78,0.3076882803199571,0.30311286509037016
79,0.3051300384433092,0.3019722387194633
80,0.30322975692577653,0.30187510073184964
81,0.3038290469034623,0.30691400945186614
82,0.3054643710617159,0.3048920613527298
83,0.30254354020686347,0.3003052054345608
84,0.3023914715080213,0.3052644498646259
85,0.30060424395422314,0.3030124279856682
86,0.3013341881964276,0.3041180284321308
87,1.3694471341627092,0.816915962100029
88,0.790134235784355,0.6677447962760925
89,0.5926275255926621,0.4727034562826157
90,0.4564485778423757,0.3916089364886284
91,0.4670085513125753,0.4276248785853386
92,0.39380082999171706,0.3523711806535721
93,0.3623485353224515,0.33187664300203323
94,0.34947602200929034,0.32849455416202544
95,0.34098341711532576,0.31718906074762343
96,0.3344396885301246,0.3147337110340595
97,0.3275584846096111,0.313557413816452
98,0.32465983711154883,0.31108888059854506
99,0.3197234771478672,0.3098918381333351
100,0.31809352409719366,0.307970877289772
101,0.3185016974750413,0.307338791936636
102,0.31435475929688383,0.30564073488116267
103,0.31334216167391626,0.3027401404082775
104,0.3121888930680322,0.3116602236032486
105,0.309934590796354,0.30921579882502553
106,0.33259677838106627,0.30254498347640035
107,0.30618187230817906,0.3139784623682499
108,0.3060076110450196,0.305971320271492
109,0.30617912564647454,0.3056936165690422
110,0.30516125256146337,0.308220454454422
111,0.30391424556097196,0.30686442360281946
112,0.30416932243567246,0.3051940360665321
113,0.3209808630044343,0.3066591019928455
114,0.30306465690779355,0.3039419685304165
115,0.3023054845358655,0.3011890505254269
116,0.30260081423862284,0.3023923081159592
117,0.3015934303121038,0.2988513073325157
118,0.30081032986974654,0.3076218146085739
119,0.30154025684313995,0.3029582767188549
120,0.3006098862704533,0.30875935569405555
121,2.33723124792191,0.8428557085990905
122,0.8230012946892507,0.7227624785900116
123,0.6931746362286889,0.5964518350362777
124,0.5965279218227536,0.522770419716835
125,0.530116402524116,0.47339185923337934
126,0.5185935129734487,0.6052498918771744
127,0.4674783261471709,0.4114589789509773
128,0.43460531068629904,0.39562412559986115
129,0.4086059516796098,0.38140351623296737
130,0.397630944641361,0.36680522114038466
131,0.38541384035672094,0.361123263835907
132,0.37557787063894477,0.3507385841012001
133,0.39537172851917274,0.34205715417861937
134,0.3573509001115532,0.33989365339279176
135,0.3517776227087572,0.33552401840686796
136,0.3507013465236746,0.32498626053333285
137,0.3565105101725493,0.32467916250228884
138,0.3395242738768853,0.32153347581624986
139,0.335294490522725,0.3196444103121758
140,0.33404041879339447,0.31625334948301315
141,0.33054593273099103,0.3186557736992836
142,0.3436817519676791,0.3196470847725868
143,0.3259068282713355,0.3109614272415638
144,0.3234016231600604,0.31113353684544565
145,0.3224195407663588,0.30983083486557006
146,0.32135848507454234,0.3077715620398521
147,0.3194128198250846,0.3066744603216648
148,0.31769573968491066,0.3181913673877716
149,0.3833322274166278,0.3157566964626312
150,0.3201657730198147,0.33827261984348295
151,0.31550475505907627,0.30616374373435973
152,0.3303986778400585,0.3016223323345184
153,0.3131954500270822,0.306733765900135
154,0.3138725454314209,0.3119626045227051
155,0.31175577711938757,0.30183660447597505
156,0.311748415194123,0.3050933638215065
157,0.3099271699617068,0.30438459873199464
158,0.3104994326153439,0.30831983909010885
159,0.30840119120076503,0.3075760558247566
160,0.3071957180960031,0.30512831851840017
161,0.30705682781124477,0.306281608492136
162,0.30470332020393387,0.3013500851392746
163,0.30553479440049897,0.3015648375451565
164,0.3039787173421506,0.30757975980639457
165,0.3033530493214031,0.3040008895099163
166,0.3023705053863128,0.29959972128272055
167,0.3014627498531101,0.2964812922477722
168,0.3019249112090427,0.29839401200413707
169,0.29987769683853527,0.299391405582428
170,0.2998020412942951,0.3038881216943264
171,0.2993320850714158,0.29785769924521444
172,0.2989749604410963,0.3029488617181778
173,0.299408591879722,0.30311289355158805
174,0.29809658911459685,0.3020761376619339
175,0.2967162188259981,0.2988664723932743
176,0.297802716719097,0.29572871536016465
177,0.2969390094881551,0.30084910973906515
178,0.29663094449764843,0.30013341546058653
179,0.2965651347500379,0.2954293948411941
180,0.29620967920009905,0.29628489166498184
181,0.2948193600657308,0.3003915511071682
182,0.4390526836148427,0.3417197632789612
183,0.32322001252393856,0.29705907419323924
184,0.3008775066532674,0.29625030875205993
185,0.2978423735570787,0.2942468470335007
186,0.29605241394208326,0.29437370628118514
187,0.297605203368324,0.3170869928598404
188,0.2942314827990863,0.29534433960914613
189,0.29530225786254805,0.2997285169363022
190,0.29491936737697333,0.29718681797385216
191,0.2952872237371466,0.29737753376364706
192,0.29356500776989614,0.29346247360110284
193,0.29463045787615855,0.29669896364212034
194,0.2965742609690297,0.2980166044831276
195,0.2930994483854852,0.2927767169475555
196,0.2946554500548566,0.2906371720135212
197,0.2921038092422906,0.29439967289566993
198,0.2928369344784062,0.2957361496984959
199,0.2926337992370805,0.2929204189777374
200,0.2926338496341982,0.296728573590517
201,0.32191638795078775,0.37507511526346204
202,0.30264812692868304,0.29621405228972436
203,0.2923548592332032,0.2968177792429924
204,0.2909494461057165,0.29914383351802826
205,0.2904353991695791,0.29528604745864867
206,0.3013487827657601,0.2977828812599182
207,0.2906152440462858,0.2911914671957493
208,0.289879851597555,0.2932233268022537
209,0.28999486005621933,0.29646617114543916
210,0.2905897419772864,0.30069500967860224
211,0.31395026695683204,0.3010019297897816
212,0.28996564530559626,0.29195240840315817
213,0.28883797774023245,0.2929916250705719
214,0.28967842245462716,0.2992815905809402
215,0.2889278664113895,0.29238808527588844
216,0.28870448036046525,0.2963500052690506
217,0.2901223692173916,0.2941365613043308
218,0.28928612430038547,0.30122456192970276
219,0.28799169032375266,0.29381630435585976
220,0.28875855954944113,0.2948175470530987
221,0.3039506652391273,0.2990717309713364
222,0.28964716987155875,0.29171241223812105
223,0.2870639163112881,0.29913159310817716
224,0.287669103146351,0.29527431815862654
225,0.28835876225899026,0.29313680216670035
226,0.2862761285799599,0.29457369789481164
227,0.2873474439749351,0.2927112165093422
228,0.28783485184401314,0.29168819323182105
229,0.28693359892951587,0.29165288239717485
230,0.2870349340977013,0.29443526417016985
231,0.286732259644536,0.29264032050967215
232,0.28623293058343074,0.2947532184422016
233,0.2861958819372206,0.2980072417855263
234,0.2863222218176155,0.2959281407296658
235,0.28622290251534643,0.29314814537763595
236,0.2861057976718809,0.2990987990796566
237,0.2867003570476366,0.30201360434293745
238,0.28562955548904584,0.30897713363170626
239,0.2853815977239669,0.29430407702922823
240,0.28602178789402766,0.2942665387690067
241,0.2845923403397785,0.2913492445647716
242,0.2859555206638567,0.2923144598305225
243,0.28574275325932086,0.2960444746911526
244,0.28489629824705714,0.29187642842531203
245,0.28397131212346943,0.2933733853697777
246,0.28487276410846063,0.2900328727066517
247,0.28462704063438976,0.2992306177318096
248,0.2845873384540349,0.29511596873402596
249,0.28464111510997764,0.29160277396440504
250,0.2834306494209535,0.29127079218626023
251,0.28572966154631874,0.2928969694674015
252,0.28369195005782466,0.29090854480862616
253,0.28341531529928665,0.2915630908310413
254,0.2835008129571455,0.29209123089909556
255,0.2840907395938306,0.29113241732120515
256,0.2841206553755011,0.29369918525218963
257,0.28414778326829476,0.29577683836221697
258,0.2830099236093283,0.29190918281674383
259,0.28308899725069764,0.29268528401851657
260,0.28344974975943715,0.2894918206334114
261,0.2834811941973048,0.29099057346582413
262,0.2834584822157142,0.30399118378758433
263,0.28322829541011535,0.2924517448246479
264,0.28625690275603555,0.2928849624097347
265,0.282605883039412,0.29322716176509855
266,0.28235430036487075,0.29110457450151445
267,0.28273607271842066,0.29265940353274345
268,0.2826482374761324,0.2934103874862194
269,0.2823227203508644,0.29350359231233597
270,0.2827897135539434,0.29170103833079336
271,0.28267214581614636,0.2928448429703712
272,0.2824974860361816,0.2921404895186424
273,0.282499062947337,0.29342831432819366
274,0.2820793478966962,0.28767360135912895
275,0.2822151642767207,0.2909461276233196
276,0.2824526267950652,0.29067072719335557
277,0.2822427569617239,0.291703607738018
278,0.2816713934700847,0.28881738632917403
279,0.282688447160348,0.2893279066681862
280,0.2820654485708227,0.2931439547240734
281,0.28100857345333313,0.29542012840509413
282,0.2819964973840858,0.29168728113174436
283,0.2798897839359197,0.29364613085985186
284,0.2806859762791878,0.29041488841176033
285,0.2825214217732864,0.2928437449038029
286,0.2807884344838156,0.28940932601690295
287,0.28092259957841487,0.2982902789115906
288,0.2815974160822162,0.29320371106266974
289,0.2807896482801678,0.2958979873359203
290,0.6493919846727448,0.6773719006776809
291,0.4959723676588917,0.3448279464244843
292,0.34950850766814523,0.3169219471514225
293,0.3210223029270148,0.2982782992720604
294,0.3064320232310482,0.29372436374425887
295,0.3251915780961288,0.2919619411230087
296,0.2943082073372219,0.29046372056007386
297,0.2898851420171324,0.2879052612185478
298,0.2890889016068147,0.331679225564003
299,0.2947123129047632,0.28871955394744875
300,0.28444265847624023,0.2879104754328728
301,0.2954655668849753,0.2893908081948757
302,0.28399612913366223,0.2908965896070004
303,0.2843136386041533,0.28537513881921767
304,0.2837360650113071,0.29371368005871773
305,0.282854406503681,0.2890673317015171
306,0.28264425187588943,0.2881636618077755
307,0.28338297947884206,0.2909879390895367
308,0.2829472292566961,0.2918169078230858
309,0.2832716949199518,0.2892854015529156
310,0.5675273609416933,0.7834522867202759
311,0.5332339818285212,0.37058918684720993
312,0.3610927209652688,0.3216662463545799
313,0.32026905736511324,0.30150524467229844
314,0.30498393625960524,0.29347228944301607
315,0.3100795155628332,0.2913500702381134
316,0.29686464074280344,0.2901642043888569
